"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"115","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100987","INEGI-DIRECCION REGIONAL ORIENTE #040100987","VÍCTOR HUGO CUEVAS ROSAS","1806436","Servicio de Protección y Seguridad Integral Para el Interior y Exterior VER.","01. Licitación Pública LAASSP",NA,"LA-040100987-E6-2018",2018-11-13,2018-10-16 09:19:00,2018-10-31 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1962768","DRO-LA-040100987-E6-2018-06-2019","CONTRATO DE SERVICIOS",2019-01-01,2020-12-31,"2889216","MXN","Activo","0",NA,2018-12-05,"No se utilizó el Contrato Marco","1","1",NA,"12317","SPI020108543","SEGURIDAD PRIVADA INTEGRAL DE AUTOSERVICIO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1569918","martes","martes","miércoles","martes","jueves","miércoles",15,28,13,11,2,0
"116","APF","CINVESTAV","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional","011L4J999","CINVESTAV-Recursos Materiales #011L4J999","Leticia Brigida Cadena Gutierrez","1806722","ADQUISICIÓN CIENTÍFICA","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-011L4J999-E682-2018",NA,2018-10-10 13:41:00,2019-01-01 15:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Electrónica","1942280","CINVESTAV-SA-2018-139","ADQUISICIONES CIENTÍFICAS",2019-01-01,2019-12-31,"5267792.36","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"EBSCO MEXICO INC, S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570196",NA,"miércoles","martes","martes","martes",NA,83,NA,NA,1,1,0
"117","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1807792","LA-050GYR014-E424-2018 AGUA DE GARRAFON 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR014-E424-2018",2018-11-23,2018-11-01 10:10:00,2018-11-16 11:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1966883","BEBIDAS PURIFICADAS S DE RL DE CV","D8M0381",2019-01-01,2019-12-31,"446460","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,"627389","BPU7901018D4","BEBIDAS PURIFICADAS S DE RL DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1578852","viernes","jueves","viernes","martes","martes","miércoles",15,22,7,4,0,0
"118","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1807792","LA-050GYR014-E424-2018 AGUA DE GARRAFON 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR014-E424-2018",2018-11-23,2018-11-01 10:10:00,2018-11-16 11:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1966888","BEBIDAS Y CONGELADOS ISSI SA DE CV","D8M0382",2019-01-01,2019-12-31,"222802","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,NA,"BCI090620E20","BEBIDAS Y CONGELADOS ISSI SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1578852","viernes","jueves","viernes","martes","martes","miércoles",15,22,7,4,0,0
"119","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1807792","LA-050GYR014-E424-2018 AGUA DE GARRAFON 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR014-E424-2018",2018-11-23,2018-11-01 10:10:00,2018-11-16 11:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1966891","BEBIDAS Y CONGELADOS ISSI SA DE CV","D8M0383",2019-01-01,2019-12-31,"201020","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,NA,"BCI090620E20","BEBIDAS Y CONGELADOS ISSI SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1578852","viernes","jueves","viernes","martes","martes","miércoles",15,22,7,4,0,0
"120","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1807792","LA-050GYR014-E424-2018 AGUA DE GARRAFON 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR014-E424-2018",2018-11-23,2018-11-01 10:10:00,2018-11-16 11:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1966895","BEBIDAS PURIFICADAS S DE RL DE CV","D8M0384",2019-01-01,2019-12-31,"1600","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,"627389","BPU7901018D4","BEBIDAS PURIFICADAS S DE RL DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1578852","viernes","jueves","viernes","martes","martes","miércoles",15,22,7,4,0,0
"121","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1808045","SERVICIO DE LIMPIEZA INTEGRAL A MUEBLES E INMUEBLES Y HABILITACIÓN DE ARTÍCULOS","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 42 párrafo primero","IA-032000001-E199-2018",2018-11-09,2018-10-16 08:40:00,2018-10-31 12:00:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1961967","TFJA-SOA-SRHGO/SLIM/01/2019","CONTRATO DE PRESTACIÓN DEL SERVICIO DE LIMPIEZA INTEGRAL A MUEBLES E INMUEBLES PARA LA SALA REGIONAL DE HIDALGO DEL TRIBUNAL FEDEAL DE JUSTICIA ADMINISTRATIVA",2019-01-01,2019-12-31,"279352.8","MXN","Activo","0",NA,2018-11-23,"No se utilizó el Contrato Marco","0","0",NA,"6405","CSI000905MZ6","CONSORCIO DE SERVICIOS INTEGRALES PARA OFICINA SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571970","viernes","martes","miércoles","martes","martes","viernes",15,24,8,11,23,0
"122","GE","SON","SON-Instituto Tecnológico de Sonora","926014991","SON-Instituto Tecnológico de Sonora-Departamento de Adquisiciones y Servicios Generales #926014991","JAVIER ROJAS TENORIO","1808198","CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS QUÍMICOS PARA ALBERCAS","01. Licitación Pública LAASSP",NA,"LA-926014991-E56-2018",2018-11-07,2018-10-15 12:06:00,2018-10-31 11:00:00,"Nacional","Adquisiciones","Licitación Pública","Presencial","1961702","18-039","CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS QUÍMICOS PARA ALBERCAS EN MODALIDAD DE CONSIGNACIÓN",2019-01-16,2020-01-16,"76334","MXN","Activo","0","11U006-S ORG DESCENT ESTATALES",2018-11-16,"No se utilizó el Contrato Marco","0","1",NA,NA,"PAR160125MA2","PARTELUNA SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571584","miércoles","lunes","miércoles","miércoles","jueves","viernes",16,22,7,7,11,0
"123","GE","SON","SON-Instituto Tecnológico de Sonora","926014991","SON-Instituto Tecnológico de Sonora-Departamento de Adquisiciones y Servicios Generales #926014991","JAVIER ROJAS TENORIO","1808198","CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS QUÍMICOS PARA ALBERCAS","01. Licitación Pública LAASSP",NA,"LA-926014991-E56-2018",2018-11-07,2018-10-15 12:06:00,2018-10-31 11:00:00,"Nacional","Adquisiciones","Licitación Pública","Presencial","1961700","18-038","CONTRATACIÓN DEL SUMINISTRO DE PRODUCTOS QUÍMICOS PARA ALBERCAS EN MODALIDAD DE CONSIGNACIÓN",2019-01-16,2020-01-16,"312741","MXN","Activo","0","11U006-S ORG DESCENT ESTATALES",2018-11-16,"No se utilizó el Contrato Marco","0","1",NA,"8479","DMN000204244","DISTRIBUCION Y MANTENIMIENTO DEL NOROESTE SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571584","miércoles","lunes","miércoles","miércoles","jueves","viernes",16,22,7,7,11,0
"124","APF","CAPUFE","Caminos y Puentes Federales de Ingresos y Servicios Conexos","009J0U008","CAPUFE-Subdelegación Técnica en Veracruz #009J0U008","Antonio  Ríos Juárez","1809623","Reparación Superficie Rodamiento Puente Ing. Mariano García Sela","02. Licitación Pública LOPSRM",NA,"LO-009J0U008-E41-2018",2018-11-27,2018-10-21 23:00:00,2018-11-06 09:00:00,"Nacional","Obra Pública","Licitación Pública","Mixta","1967863","4500028258","REPARACION DE LA SUPERFICIE DE RODAMIENTO DEL PUENTE ING. MARIANO GARCIA SELA, UBICADO EN EL KM 284+750 DE LA AUTOPISTA CD. MENDOZA - CORDOBA",2019-01-07,2019-06-08,"9737802.64","MXN","Activo","0",NA,2018-11-29,NA,"0","0",NA,"5783","GEP000119EH0","GRUPO EMPRESARIAL DE PUENTES Y ESTRUCTURAS","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1573859","martes","domingo","martes","lunes","sábado","jueves",15,36,21,7,23,0
"125","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1810310","LA-050GYR005-E222-2018 FORMULAS MAGISTRALES","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E222-2018",2018-11-26,2018-11-01 12:29:00,2018-11-16 13:00:00,"Nacional","Adquisiciones","Licitación Pública","Mixta","1970426","D8M0330","LA-050GYR005-E222-2018 FORMULAS MAGISTRALES",2019-01-01,2020-01-01,"557125","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"CELIA ARMENDARIZ CARLOS","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579037","lunes","jueves","viernes","martes","miércoles",NA,15,24,9,2,2,0
"126","GE","SON","SON-Instituto Tecnológico de Sonora","926014991","SON-Instituto Tecnológico de Sonora-Departamento de Adquisiciones y Servicios Generales #926014991","JAVIER ROJAS TENORIO","1810682","CONTRATACIÓN DE LOS SERVICIOS ESPECIALIZADOS DE SEGURIDAD Y VIGILANCIA","01. Licitación Pública LAASSP",NA,"LA-926014991-E58-2018",2018-11-14,2018-10-23 09:16:00,2018-11-07 01:00:00,"Nacional","Servicios","Licitación Pública","Presencial","1965118","18-040","CONTRATACIÓN DE LOS SERVICIOS ESPECIALIZADOS DE SEGURIDAD Y VIGILANCIA",2019-01-19,2020-01-18,"17985920.08","MXN","Activo","0","11U006-S ORG DESCENT ESTATALES",2018-11-26,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"VSH VIGILANCIA Y PROTECCIÓN, S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1573923","miércoles","martes","miércoles","sábado","sábado","lunes",15,22,7,8,8,0
"127","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100992","INEGI-Dirección General de Administración de Adquisiciones #040100992","Víctor Manuel Rodríguez Silva","1810691","Servicio de Dispersión de Vales de Despensa a través de Monederos electrónicos","01. Licitación Pública LAASSP",NA,"LA-040100992-E24-2018",2018-11-21,2018-10-23 08:05:00,2018-11-13 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1963853","CS/017/DGA/2018","Contratación del Servicio de Dispersión de Vales de Despensa a través de Monedero Electrónico",2019-01-01,2019-12-31,"185000000","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"5126","OPA010719SF0","OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1573930","miércoles","martes","martes","martes","martes",NA,21,29,8,11,13,0
"128","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR085","IMSS-Centro Vacacional IMSS Oaxtepec #050GYR085","Jaime de Jesús	 Gómez Roch","1811194","SUMINISTRO DE GAS L.P, DIÉSEL, GASOLINA Y LUBRICANTES PARA EL EJERCICIO 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR085-E60-2018",2018-11-30,2018-11-06 15:03:00,2018-11-21 11:00:00,"Nacional","Adquisiciones","Licitación Pública","Mixta","1971554","CVO/LPN/26/2018","SUMINISTRO DE GAS L.P, DIÉSEL, GASOLINA Y LUBRICANTES PARA EL EJERCICIO 2019",2019-01-01,2019-12-31,"1724137.93","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"618","GEN7908272C1","GAS EXPRESS NIETO DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1580903","viernes","martes","miércoles","martes","martes",NA,15,23,9,11,11,0
"129","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR085","IMSS-Centro Vacacional IMSS Oaxtepec #050GYR085","Jaime de Jesús	 Gómez Roch","1811194","SUMINISTRO DE GAS L.P, DIÉSEL, GASOLINA Y LUBRICANTES PARA EL EJERCICIO 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR085-E60-2018",2018-11-30,2018-11-06 15:03:00,2018-11-21 11:00:00,"Nacional","Adquisiciones","Licitación Pública","Mixta","1971468","DSGN18181102","SUMINISTRO DE GAS L.P, DIÉSEL, GASOLINA Y LUBRICANTES PARA EL EJERCICIO 2019",2019-01-01,2019-12-31,"5484000","MXN","Activo","0",NA,2018-12-10,"No se utilizó el Contrato Marco","0","0",NA,"65482","CSC9807308VA","COMBUSTIBLES DEL SURESTE DE COATZACOALCOS SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1580903","viernes","martes","miércoles","martes","martes","lunes",15,23,9,11,11,0
"130","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100992","INEGI-Dirección General de Administración de Adquisiciones #040100992","Víctor Manuel Rodríguez Silva","1811921","Servicio de Mensajería y Paquetería Nacional e Internacional","01. Licitación Pública LAASSP",NA,"LA-040100992-E25-2018",2018-11-20,2018-10-25 08:51:00,2018-11-14 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1963985","CS/16/DGA/2018","Servicio de Mensajería y Paquetería Nacional e Internacional",2019-01-01,2020-12-31,"13283741.87","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","1",NA,"8319","EME880309SK5","ESTAFETA MEXICANA SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1575199","martes","jueves","miércoles","martes","jueves",NA,20,26,6,7,7,0
"131","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR017","IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR017","Olivia Ramírez Hernández","1812864","LA-050GYR017-E164-2018	SERVICIO DE PREPARACIÓN Y SUMINISTRO DE PRODUCTOS PARA ME","01. Licitación Pública LAASSP",NA,"LA-050GYR017-E164-2018",2018-11-30,2018-11-06 23:25:00,2018-11-21 09:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1971298","D8M0381","D8M0381",2019-01-01,2019-12-31,"1835000","MXN","Activo","0",NA,2018-12-14,"No se utilizó el Contrato Marco","0","0",NA,"25592","MEX010913Q41","MEDICAMENTOS EXCLUSIVOS SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581205","viernes","martes","miércoles","martes","martes","viernes",14,23,9,8,0,1
"132","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR017","IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR017","Olivia Ramírez Hernández","1812881","LA-050GYR017-E166-2018	CONTRATACIÓN DEL SERVICIO DE MANUFACTURA DE PRÓTESIS Y OR","01. Licitación Pública LAASSP",NA,"LA-050GYR017-E166-2018",2018-11-29,2018-11-06 23:36:00,2018-11-21 09:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1970868","D8M0380","D8M0380",2019-01-01,2019-12-31,"1896551","MXN","Activo","0",NA,2018-12-14,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"MARIO JOSE LUIS SANCHEZ VARGAS","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581209","jueves","martes","miércoles","martes","martes","viernes",14,22,8,8,0,1
"133","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR017","IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR017","Olivia Ramírez Hernández","1812933","LA-050GYR017-E168-2018	ADQUISICIÓN DE UNA CLAVE DEL GRUPO DE SUMINISTRO 311 “PAP","01. Licitación Pública LAASSP",NA,"LA-050GYR017-E168-2018",2018-12-06,2018-11-06 23:58:00,2018-11-22 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1971346","D188065","D188065",2019-01-01,2019-12-31,"1293264","MXN","Activo","0",NA,2018-12-14,"No se utilizó el Contrato Marco","0","0",NA,NA,"DPA960910R70","DISTRIBUIDORA PAPELERA ALFERT SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581212","jueves","martes","jueves","martes","martes","viernes",15,29,14,9,0,0
"134","GE","SON","SON-Instituto Tecnológico de Sonora","926014991","SON-Instituto Tecnológico de Sonora-Departamento de Adquisiciones y Servicios Generales #926014991","JAVIER ROJAS TENORIO","1812939","CONTRATACIÓN DEL SERVICIO DE ADQUISICIÓN DE BOLETOS DE AVIÓN Y HOSPEDAJES","01. Licitación Pública LAASSP",NA,"LA-926014991-E59-2018",2018-11-21,2018-10-29 16:23:00,2018-11-14 01:00:00,"Nacional","Servicios","Licitación Pública","Presencial","1967341","18-041","CONTRATACIÓN DEL SERVICIO DE ADQUISICIÓN DE BOLETOS DE AVIÓN Y HOSPEDAJES",2019-01-01,2020-01-01,"110","MXN","Activo","0","11U006-S ORG DESCENT ESTATALES",2018-11-30,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"VIAJES TURISMO Y DIVERSION, S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1576437","miércoles","lunes","miércoles","martes","miércoles","viernes",15,22,7,10,10,0
"135","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100987","INEGI-DIRECCION REGIONAL ORIENTE #040100987","VÍCTOR HUGO CUEVAS ROSAS","1813661","SERVICIO DE LIMPIEZA INTEGRAL DE OFICINAS EN LA CIUDAD DE TLAXCALA","01. Licitación Pública LAASSP",NA,"LA-040100987-E7-2018",2018-11-26,2018-10-30 09:18:00,2018-11-14 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1967281","DRO-LA-040100987-E7-2018-09-2019","DEL SERVICIO DE LIMPIEZA INTEGRAL DE OFICINAS EN LOS INMUEBLES DEL INSTITUTO UBICADAS EN LA CIUDAD DE TLAXCALA.",2019-01-01,2019-12-31,"1080720","MXN","Activo","0",NA,2018-12-11,"No se utilizó el Contrato Marco","1","1",NA,"16377",NA,"MA ELENA ISLAS SALAZAR","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1576767","lunes","martes","miércoles","martes","martes","martes",15,27,12,10,17,0
"136","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968032","U180280","MEDICAMENTOS",2019-01-01,2019-12-31,"198064466.5","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"137","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968037","U180281","MEDICAMENTOS",2019-01-01,2019-12-31,"36866970","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"61939","CPE061212DK0","COMERCIALIZADORA PENTAMED SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"138","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968040","U180282","MEDICAMENTOS",2019-01-01,2019-12-31,"43302633.5","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"139","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968042","U180283","MEDICAMENTOS",2019-01-01,2019-12-31,"336783332.2","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"140","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968043","U180284","MEDICAMENTOS",2019-01-01,2019-12-31,"19601805","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"141","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1813673","LA-050GYR047-E62-2018 OSD MEDICAMENTOS NAC.","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E62-2018",2018-11-27,2018-11-02 10:23:00,2018-11-23 10:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968045","U180285","MEDICAMENTOS",2019-01-01,2019-12-31,"38301666","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3687","PRO820519TM6","PROQUIGAMA, S.A. DE C.V.","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1579224","martes","viernes","viernes","martes","martes",NA,21,25,4,3,0,0
"142","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1813840","Servicio Profesional de Vigilancia y Seguridad","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 42 párrafo primero","IA-032000001-E218-2018",2018-11-12,2018-10-30 10:41:00,2018-11-09 10:00:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1965799","TFJA-SOA-SRNI-03/2019","SERVICIO PROFESIONAL DE VIGILANCIA Y SEGURIDAD",2019-01-01,2019-12-31,"396400","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,NA,"SII0304018V6","SERVICIOS INDUSTRIALES DE INVESTIGACION Y SEGURIDAD PRIVADA SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1576981","lunes","martes","viernes","martes","martes","miércoles",10,13,3,5,5,1
